B,H,Q,random_tflops,shared_template_sim_tflops,independent_seed_sim_tflops,shared_vs_random,independent_vs_random,independent_vs_shared
4,32768,1024,484.59197644200964,485.38091833523833,499.3606867364356,1.001628053974441,1.0304765885784188,1.028801643973037
4,32768,4096,498.83818549086055,469.08120850406124,505.71640086566083,0.9403474355967392,1.0137884700387,1.0780998933605384
4,65536,2,31.508249197021716,31.544392309169503,31.924449073470548,1.001147099983937,1.0132092352655435,1.0120483146600534
4,65536,8,117.6134695206718,127.21656692994372,128.56105469595298,1.0816496396918558,1.0930810494741592,1.0105684958999848
4,65536,32,216.85054850313034,232.11707522704233,232.56632703842723,1.070401144148785,1.0724728558160415,1.0019354535246727
4,65536,128,399.03838208667406,414.28994700151077,416.1412137635458,1.0382207967942392,1.0428601168324627,1.0044685292883255
4,65536,512,479.99187277403394,494.7889407071882,496.0557552993651,1.030827746827539,1.0334669885814787,1.0025603130707939
4,65536,1024,445.12859708235027,469.61996513617794,474.03873836152115,1.0550208820874671,1.0649478408456925,1.0094092533396912
4,65536,4096,458.6161493836655,439.67885798668783,443.9377724679383,0.958707752828967,0.9679941996472355,1.009686420904458
4,131072,2,31.383435643664367,31.52959346014994,31.945921528186283,1.004657164312572,1.0179230180821668,1.0132043589005528
4,131072,8,115.75190066869595,126.84967125617196,128.7935817216583,1.095875493390298,1.1126692605272215,1.0153245211141355
4,131072,32,210.37261122457065,230.7327377934921,232.4004364622145,1.0967812608799499,1.1047086172930056,1.0072278372140453
4,131072,128,362.7794648644388,409.38148747852114,410.7476608583404,1.1284582704577732,1.132224121373094,1.0033371645313858
4,131072,512,413.6701922306769,484.8100949790332,488.62182030600013,1.1719725135735335,1.1811869201190295,1.007862306017229
4,131072,1024,406.4758510301227,461.35850078715794,465.8128066291071,1.1350206897112025,1.145979042662948,1.0096547605264656
4,131072,4096,413.4464875163272,467.906568299392,425.0102991248025,1.1317221996738192,1.0279693066881326,0.9083230027513909
4,262144,2,31.438786038825402,31.481809470080464,31.974675779226864,1.0013684825871434,1.0170454972319753,1.015655590242194
4,262144,8,113.8573549011757,126.3967970095645,127.16042796360765,1.1101329125314092,1.116839821845313,1.0060415372233313
4,262144,32,201.42138486138313,230.75474343088513,233.23232529883427,1.145631798677628,1.1579322893611481,1.0107368621381827
4,262144,128,332.1979243634182,407.81525000588044,409.9908300058901,1.2276273272548757,1.2341763747968753,1.0053347195819142
4,262144,512,373.3990258523111,486.3545449476874,486.28318347556564,1.3025061965213938,1.3023150833497437,0.9998532727351619
4,262144,1024,367.96814171934767,471.0921683558629,461.7101313883418,1.2802525951150652,1.2547557221420866,0.9800844981136814
4,262144,4096,372.4742032187869,462.2413132420242,466.77469494349805,1.2410022204155415,1.2531732155134516,1.0098073918786663
4,524288,2,31.34205057994209,31.509135202650434,31.888715144643296,1.0053310048199358,1.0174418889187504,1.012046663278811
4,524288,8,113.22455813660576,126.73528165081666,128.70631567181945,1.1193267939090579,1.136734978612457,1.0155523702265752
4,524288,32,199.24043349355114,231.1091593786446,231.90553071348376,1.1599510969048608,1.1639481336552597,1.0034458666068462
4,524288,128,320.5086935593594,403.58113217404167,405.3076926766822,1.2591893458243963,1.264576283955361,1.0042781001513619
4,524288,512,347.8203250627418,479.71563086581057,483.7833337195685,1.3792052858879846,1.3909001253227535,1.0084794044472063
4,524288,1024,347.7275647548326,450.4983461303495,455.13145110684326,1.2955497113033765,1.3088736621375887,1.0102843995239734
4,524288,4096,349.0190932072175,462.4341760461141,455.8140082325971,1.3249538063854875,1.3059858818725827,0.9856840861760683
8,2048,2,63.35243965071756,63.62096601838333,63.84897494326295,1.0042386113170423,1.007837666477928,1.0035838645520367
8,2048,8,258.69629806562085,257.76157698058717,260.3493222024005,0.996386801465568,1.0063898252473653,1.0100392977577424
8,2048,32,366.30298846881686,362.4142699889154,362.5021673721583,0.989383874545614,0.989623832684122,1.0002425328981819
8,2048,128,516.2220157674908,509.2829993090422,514.5848245059707,0.9865580772487357,0.9968285132917355,1.0104103714518677
8,2048,512,514.4325889764768,502.8676155526531,520.3694392685582,0.9775189720254045,1.0115405796975137,1.0348040382291679
8,2048,1024,506.6752914522626,499.7386353452051,503.34030369557144,0.9863094644162038,0.993417899366807,1.0072071040652648
8,2048,4096,504.23730126965,515.3610011516538,519.2808692635883,1.0220604462501977,1.0298343021352432,1.0076060627466474
8,4096,2,63.77743028928659,63.24285703600246,63.850229309337735,0.9916181437405149,1.0011414542687114,1.0096038082686478
8,4096,8,254.65416462701307,257.8784759695097,259.9342102970011,1.0126615299899737,1.020734181503458,1.007971717374871
8,4096,32,354.2464532152535,351.3553374428192,353.2629627132725,0.9918386881613249,0.997223711082907,1.005429333404573
8,4096,128,507.6934899092746,515.8449929882714,513.8867878781415,1.0160559535251348,1.012198891835256,0.9962038884999423
8,4096,512,506.130888153918,501.84007660638855,502.91699280824446,0.9915223282199197,0.9936500707210421,1.002145935034002
8,4096,1024,499.56856874824126,488.7235436880285,511.5144561370162,0.9782912181857499,1.0239124078976936,1.046633547213629
8,4096,4096,508.86730898369666,516.872854965651,519.6504042182542,1.0157320893691184,1.0211903870501986,1.0053737572517476
